# Quelle: Micó Pérez, R., 2005. Cronología absoluta y periodización de la prehistoria des las Islas Baleares, British Archaeological Reports. International Series. Archaeopress, Oxford.
c14ID;site;island;monument;context;county;labcode;bp;std;sample;resource
510;Son Ferrandell-Oleza-WOS;Mallorca;Indeterminada;Al oeste del asentamiento antiguo (WOS). Asociada a supuesta estructura dolménica. Muestra procedente de la zona central.;Valldemossa;IRPA-1304;1620;30;Carbón;Micó 2005, 354
511;Son Ferrandell-Oleza-YS;Mallorca;Hábitat indeterminado;Asentamiento reciente (YS). Exterior del Talayot 1, delante de la entrada. Sector 1A. Nivel IV (preconstructivo) o stratum 5. En intersticio de la roca. Zona del hogar exterior. Muestra n° 11. Fase 1.;Valldemossa;IRPA-1041;2970;55;Carbón;Micó 2005, 357
512;Son Ferrandell-Oleza-YS;Mallorca;Hábitat indeterminado;Asentamiento reciente (YS). Bajo muro del Talayot 1.;Valldemossa;UtC-4731;2960;35;Hueso sp;Micó 2005, 357
513;Son Ferrandell-Oleza-YS;Mallorca;Hábitat indeterminado;Asentamiento reciente (YS). Bajo la entrada del Talayot 1.;Valldemossa;UtC-4575;2950;35;Hueso sp;Micó 2005, 358
514;Son Ferrandell-Oleza-YS;Mallorca;Hábitat indeterminado;Asentamiento reciente (YS). Bajo la entrada del Talayot 1.;Valldemossa;UtC-4363;2950;25;Carbón;Micó 2005, 358
515;Son Ferrandell-Oleza-YS;Mallorca;Hábitat indeterminado;Asentamiento reciente (YS). Asociada genéricamente al Talayot 1. Fase 1.;Valldemossa;HAR-3413;2910;100;Carbón;Micó 2005, 359
516;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 4. Interior cámara. Contexto 126. Fase 1.;Valldemossa;IRPA-1043;2910;50;Carbón;Micó 2005, 359
517;Son Ferrandell-Oleza-YS;Mallorca;Hábitat indeterminado;Asentamiento reciente (YS). En intersticio de la roca bajo la cámara del Talayot 1. Nivel preconstructivo (stratum 5). Muestra 1. Fase 1.;Valldemossa;QL-1531;2910;40;Carbón;Micó 2005, 360
518;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 1. Fase 5 (2a ocupación en el interior cámara). Hueso en hogar. Muestra 6.;Valldemossa;BM-1842N;2850;70;Hueso fauna doméstica;Micó 2005, 360
519;Son Ferrandell-Oleza-YS;Mallorca;Hábitat indeterminado;Asentamiento reciente (YS). Exterior del Talayot 1. Sector entrada. Stratum 4 (tierra roja sobre roca madre). Muestra 2. Fase 1.;Valldemossa;IRPA-813;2830;100;Carbón;Micó 2005, 361
520;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 4. Interior cámara. Contexto 126. Fase 1.;Valldemossa;IRPA-907;2815;60;Carbón;Micó 2005, 361
521;Son Ferrandell-Oleza-YS;Mallorca;Hábitat indeterminado;Asentamiento reciente (YS). Exterior del Talayot 4. Contexto 033, anterior a estructura 002. Fase 1.;Valldemossa;UtC-1155;2810;70;Hueso fauna doméstica;Micó 2005, 362
522;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 4. Interior cámara. Contexto 120. Fase 4.;Valldemossa;IRPA-1042;2790;50;Carbón;Micó 2005, 362
523;Son Ferrandell-Oleza-YS;Mallorca;Asentamiento talayótico;Asentamiento reciente (YS). Exterior del Talayot 1. Muestra 4. Fase 2.;Valldemossa;Ql-4190;2730;30;Carbón;Micó 2005, 363
524;Son Ferrandell-Oleza-YS;Mallorca;Asentamiento talayótico;Asentamiento reciente (YS). Estructura talayótica cerca del Talayot 1.;Valldemossa;KIA-20208;2705;30;Hueso fauna doméstica;Micó 2005, 363
525;Son Ferrandell-Oleza-YS;Mallorca;Asentamiento talayótico;Asentamiento reciente (YS). Torre de vigía („watching tower“, WT). Hogar en la base de muro semicircular.;Valldemossa;QL-4074;2700;30;Carbón;Micó 2005, 364
526;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 4. Interior cámara. Contexto 109. Fase 4.;Valldemossa;IRPA-880;2680;60;Carbón;Micó 2005, 364
527;Son Ferrandell-Oleza-YS;Mallorca;Asentamiento talayótico;Asentamiento reciente (YS). Torre de vigía („watching tower“, WT). Hogar en la base de muro semicircular.;Valldemossa;BM-1511(?);2670;60;Carbón;Micó 2005, 365
528;Son Ferrandell-Oleza-YS;Mallorca;Asentamiento talayótico;Asentamiento reciente (YS). Anexo a la Casa de los Caballos 1 (HH1) (anterior a la HH). Cara interna del muro norte. Estrato 4.;Valldemossa;QL-4075;2660;30;Carbón;Micó 2005, 365
529;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 2. Sector 2B. Estrato 3 (base).;Valldemossa;IRPA-1044;2625;60;Carbón;Micó 2005, 366
530;Son Ferrandell-Oleza-YS;Mallorca;Asentamiento talayótico;Asentamiento reciente (YS). Estructura a 10 m al sur del Talayot 1 (XMI). Nivel 2 inferior.;Valldemossa;UtC-1262;2600;70;Hueso fauna doméstica;Micó 2005, 366
531;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 4. Interior cámara. Contexto 115. Fase 3.;Valldemossa;IPRA-881;2580;60;Carbón;Micó 2005, 367
532;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 2. Sector 2A. Estrato 3. Hogar junto la base de la columna central.;Valldemossa;QL-4098;2580;30;Carbón;Micó 2005, 367
533;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 1. Estrato de incendio sobre el del piso en el interior cámara. A 65 cm bajo la superficie del T1. Muestra 10. Fase 4.;Valldemossa;IRPA-1012;2560;80;Carbón;Micó 2005, 368
534;Son Ferrandell-Oleza-YS;Mallorca;Asentamiento talayótico;Asentamiento reciente (YS). Exterior del talayot 3. Contexto 012. Bajo piedras en la entrada a la estructura 1, junto a la estructura 2. Momento de preconstrucción.;Valldemossa;UtC-5126;2560;40;Hueso fauna doméstica;Micó 2005, 368
535;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 4. Contexto 112. Abandono dentro del T4. Fase 2.;Valldemossa;IRPA-1016;2545;45;Carbón;Micó 2005, 369
536;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 1. Interior cámara, cerca de la base de la columna. Nivel de ocupación. Muestra 3. Fase 2.;Valldemossa;HAR-3458;2540;60;Carbón;Micó 2005, 369
537;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 1.;Valldemossa;QL-1534;2540;40;Carbón;Micó 2005, 370
538;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 1. Fase 5 (2a ocupación en el interior cámara). A 100cm bajo la superficie del T1. Muestra 8.;Valldemossa;IRPA-986;2520;50;Carbón;Micó 2005, 370
539;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 2. Sector 1B. Estrato 2. Nivel de incendio. Testigo de la Sección II.;Valldemossa;IRPA-1045;2500;50;Carbón;Micó 2005, 371
540;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 1. Estrato 3 (2° nivel de ocupación). Interior cámara. Muestra 5. Fase 4.;Valldemossa;QL-1533;2500;40;Carbonatos;Micó 2005, 371
541;Son Ferrandell-Oleza-YS;Mallorca;Asentamiento talayótico;Asentamiento reciente (YS). Esxterior del Talayot 4. Contexto 002 dentro de muro 002. Fase 1 de las estructuras exteriores.;Valldemossa;UtC-1154;2490;80;Hueso fauna doméstica;Micó 2005, 372
542;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 1. Segunda ocupación del interior de la cámara. A35 cm bajo la superficie del T1. Muestra 9. Fase 5.;Valldemossa;IPRA-989;2490;50;Carbón;Micó 2005, 372
543;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 4. Contexto 103. Abandono. Fase 7.;Valldemossa;IPRA-1015;2475;40;Carbón;Micó 2005, 373
544;Son Ferrandell-Oleza-YS;Mallorca;Talayot;Asentamiento reciente (YS). Talayot 2. Sector 2B. Estrato 2.;Valldemossa;HAR-3459;2460;80;Carbón;Micó 2005, 373
545;Son Ferrandell-Oleza-YS;Mallorca;Asentamiento talayótico;Asentamiento reciente (YS). Exterior Talayot 3. Contexto 014. Nivel constructivo. Estructura 2 (al E del T3). Carbón de Olea.;Valldemossa;UtC-5123;2460;30;Carbón;Micó 2005, 374
546;Son Ferrandell-Oleza-YS;Mallorca;Hábitat indeterminado;Asentamiento reciente (YS). Talayot 2. Sector 2B. Estrato 1. Abandono;Valldemossa;I-5398;2400;60;Carbón;Micó 2005, 374
547;Son Ferrandell-Oleza-YS;Mallorca;Asentamiento histórico;Asentamiento reciente (YS). Sección WW. Estrato 1. Muro de cabana al sur del corte HH (house of the Horses). Z = 0 a -80cm;Valldemossa;IPRA-885;2100;65;Carbón;Micó 2005, 375
548;Son Ferrandell-Oleza-YS;Mallorca;Varia funerario;Asentamiento reciente (YS). Talayot 1. Enterramiento en cal entre las ruinas del T1. Fase 5.;Valldemossa;IRPA-778 (frac. 100%);1990;60;Carbonatos;Micó 2005, 375
549;Son Ferrandell-Oleza-YS;Mallorca;Varia funerario;Asentamiento reciente (YS). Talayot 1. Enterramiento en cal.;Valldemossa;IRPA-710 (fracción 53%);1965;55;Carbonatos;Micó 2005, 376
550;Son Ferrandell-Oleza-YS;Mallorca;Varia funerario;Asentamiento reciente (YS). Talayot 1. Enterramiento en cal.;Valldemossa;IRPA-710 (fracción 98%);1790;60;Carbonatos;Micó 2005, 376
551;Son Ferrandell-Oleza-YS;Mallorca;Varia funerario;Asentamiento reciente (YS). Talayot 1. Enterramiento en cal.;Valldemossa;IRPA-710 (fracción 16%);1560;60;Carbonatos;Micó 2005, 377
552;Son Ferrandell-Oleza-YS;Mallorca;Varia funerario;Asentamiento reciente (YS). Talayot 1. Enterramiento en cal entre las ruinas del T1. Fase 5.;Valldemossa;IRPA-778 (frac. 50%);1520;60;Carbonatos;Micó 2005, 377
553;Son Ferrandell-Oleza-YS;Mallorca;Varia funerario;Asentamiento reciente (YS). Talayot 1. Enterramiento en cal entre las ruinas del T1. Fase 5.;Valldemossa;IRPA-778 (frac. 17%);1520;60;Carbonatos;Micó 2005, 378
554;Son Ferrandell-Oleza-YS;Mallorca;Varia funerario;Asentamiento reciente (YS). Talayot 1. Enterramiento en cal entre las ruinas del T1. Fase 5.;Valldemossa;IRPA-778 (frac. 30%);1490;60;Carbonatos;Micó 2005, 378
555;Son Ferrandell-Oleza-YS;Mallorca;Indeterminada;Asentamiento reciente (YS). Talayot 2. Carbón sobre el suelo de la entrada.;Valldemossa;IRPA-886;680;50;Carbón;Micó 2005, 379
556;Son Fornés;Mallorca;Talayot;Talayot 2. Interior de la cámara. Estrato III (antiguo III/2 inferior). Z = -3,57m.;Montu?ri;UGRA-123;2700;120;Carbón;Micó 2005, 381
557;Son Fornés;Mallorca;Talayot;Talayot 3. Conjunto IV A2. Triangulado n°6. 1a falange de Capra hircus.;Montu?ri;KIA-22259;2695;25;Hueso fauna doméstica;Micó 2005, 382
558;Son Fornés;Mallorca;Varia funerario;Zona E1 aneja al Talayot 2. Conjunto VI B2/a. Triangulado n°16. Falange medial del 5° dedo de la mano derecha.;Montu?ri;KIA-23147;2645;35;Hueso humano;Micó 2005, 382
559;Son Fornés;Mallorca;Asentamiento talayótico;Habitación talayótica 3 (HT-3). Corte 17 sur (ZA/SW). Estrato III (antiguo II). Carbones hallados sobre piso de habitación.;Montu?ri;I-11381;2560;85;Carbón;Micó 2005, 383
560;Son Fornés;Mallorca;Asentamiento talayótico;Habitación talayótica 5 (HT-5). Corte 18. Estrato V (antiguo III). Junto escalera. Viga.;Montu?ri;I-11382;2540;85;Carbón;Micó 2005, 383
561;Son Fornés;Mallorca;Talayot;Talayot 2. Interior de la cámara. Estrato II (antiguo II/2). Z = -4,70m.;Montu?ri;I-12124;2540;80;Carbón;Micó 2005, 384
562;Son Fornés;Mallorca;Asentamiento talayótico;Habitación talayótica 5 (HT-5). Estrato V (antiguo V/2). Sector E. Piso. Viga. Z = -1,54m.;Montu?ri;URGA-122;2490;130;Carbón;Micó 2005, 384
563;Son Fornés;Mallorca;Asentamiento talayótico;Zona B. Sector „Entrada poblado“. Conjunto 1. Junto a Estructura circular y muro 3. Z = -5,45 m.;Montu?ri;I-12126;2490;80;Carbón;Micó 2005, 385
564;Son Fornés;Mallorca;Talayot;Talayot 1. Corte X. Estrato II. Mandíbula derecha de Ovis aries.;Montu?ri;UtC-9327;2490;50;Hueso fauna doméstica;Micó 2005, 385
565;Son Fornés;Mallorca;Asentamiento talayótico;Habitación talayótica 1 (HT-1). Corte 1. Estrato II. Nivel superior del hogar.;Montu?ri;I-12123;2470;80;Carbón;Micó 2005, 386
566;Son Fornés;Mallorca;Asentamiento postalayótico;Habitación postalayótica 1 (HPT-1). Sector B. Estrato II2. Piso de habitación.;Montu?ri;KIA-11887;2460;25;Hueso fauna doméstica;Micó 2005, 386
567;Son Fornés;Mallorca;Asentamiento talayótico;Habitación talayótica 1 (HT-1). Corte 1. Estrato II (antiguo II/2). Z = -3,28m.;Montu?ri;UGRA-121;2450;190;Carbón;Micó 2005, 387
568;Son Fornés;Mallorca;Asentamiento talayótico;Edificio rectangular G4. Subconjunto II A2. Vértebra lumbar de ovicáprido.;Montu?ri;KIA-20461;2450;25;Hueso fauna doméstica;Micó 2005, 387
569;Son Fornés;Mallorca;Asentamiento postalayótico;Recinto limitado por la muralla G1. Subconjunto V A3. Pelvis de Bos taurus.;Montu?ri;KIA-20473;2425;25;Hueso fauna doméstica;Micó 2005, 388
570;Son Fornés;Mallorca;Asentamiento talayótico;Habitación talayótica 5 (HT-5). Estrato V. Sobre losas planas del hogar.;Montu?ri;I-12125;2410;80;Carbón;Micó 2005, 388
571;Son Fornés;Mallorca;Asentamiento postalayótico;Habitación postalayótica 2 (HPT-2). Estrato II2. Piso de habitación.;Montu?ri;KIA-11889;2405;25;Hueso fauna doméstica;Micó 2005, 389
572;Son Fornés;Mallorca;Asentamiento postalayótico;Habitación postalayótica 3 (HPT-3). Corte 14bis. Estrato III/2A. Viga.;Montu?ri;UAB-12;2355;70;Carbón;Micó 2005, 389
573;Son Fornés;Mallorca;Asentamiento talayótico;Habitación talayótica 5 (HT-5). Corte 18-Este- Estrato III (antiguo Iia). Muestra junto a escalera.;Montu?ri;CSIC-530;2350;50;Carbón;Micó 2005, 390
574;Son Fornés;Mallorca;Asentamiento talayótico;Habitación talayótica 1 (HT-1). Corte 1. Estrato II.;Montu?ri;CSIC-529;2350;50;Carbón;Micó 2005, 390
575;Son Fornés;Mallorca;Asentamiento talayótico;Habitación talayótica 2 (HT-2). Corte 7. Estrato III2 (antiguo III).;Montu?ri;CSIC-439A=CSIC-439B;2325;35;Carbón;Micó 2005, 391
576;Son Fornés;Mallorca;Talayot;Talayot 1. Interior cámara. Cortes 9/12. Estrato II.;Montu?ri;CSIC-438;2320;50;Carbón;Micó 2005, 391
577;Son Fornés;Mallorca;Asentamiento postalayótico;Habitación postalayótica 1 (HPT-1). Estrato II2. Piso de habitación. Cerealia sp.;Montu?ri;KIA-12698;2295;25;Semilla varia;Micó 2005, 392
578;Son Fornés;Mallorca;Asentamiento postalayótico;"Habitación postalayótica 1 (HPT-1). Sector B. Estrato II. X = 4,70m; Y = 2,60m; Z = -5,17m.";Montu?ri;UAB-6;2280;75;Carbón;Micó 2005, 392
579;Son Fornés;Mallorca;Asentamiento postalayótico;Habitación postalayótica 1 (HPT-1). Estrato I2 (antiguo estrato I5 base). Z = de -4,55/60 a -4,89m.;Montu?ri;KIA- 11888;2270;25;Hueso fauna doméstica;Micó 2005, 393
580;Son Fornés;Mallorca;Varia funerario;Zona E3. Conjunto II A8. Triangulado n°2. Falange proximal del 3° dedo de la mano derecha.;Montu?ri;KIA-23120;2265;30;Hueso humano;Micó 2005, 393
581;Son Fornés;Mallorca;Asentamiento postalayótico;"Habitación postalayótica 1 (HPT-1). Estrato I2 (antiguo I/5base). Z = -4,86m; X = 3,00m; Y = 4,70m.";Montu?ri;UAB-3;2245;70;Carbón;Micó 2005, 394
582;Son Fornés;Mallorca;Asentamiento postalayótico;Habitación postalayótica 2 (HPT-2). Estrato II2 (antiguo I/3). Viga sobre enlosado.;Montu?ri;UAB-7;2230;75;Carbón;Micó 2005, 394
583;Son Fornés;Mallorca;Asentamiento postalayótico;Habitación postalayótica 3 (HPT-3). Estrato III/2.;Montu?ri;KIA-11886;2210;25;Hueso fauna doméstica;Micó 2005, 395
584;Son Fornés;Mallorca;Varia funerario;Zona C-Sur. Estrato II. Sepultura n°2. Mujer adulta. Inhumación en cal en el interior de una fosa poco profunda al aire libre. Falange proximal del 5° dedo de la mano izquierda;Montu?ri;UtC-2287;2150;40;Hueso humano;Micó 2005, 395
585;Son Fornés;Mallorca;Asentamiento postalayótico;Habitación postalayótica 1 (HPT-1). Estrato I2. Relleno de cisterna.;Montu?ri;UAB-13;2140;90;Carbón;Micó 2005, 396
586;Son Fornés;Mallorca;Varia funerario;Zona B. Estrato superficial. Sepultura n° 1. Mujer adulta e individuo perinatal. Inhumación en cal en el interior de una fosa poco profunda al aire libre.;Montu?ri;UtC-2286;2100;40;Hueso humano;Micó 2005, 396
587;Son Fornés;Mallorca;Varia funerario;Zona G. Conjunto I A2. Tumba 3. Hombre adulto. Inhumación en estructura cistoide.;Montu?ri;KIA-23128;2095;30;Hueso humano;Micó 2005, 397
588;Son Fornés;Mallorca;Asentamiento histórico;Habitación postalayótica 3 (HPT-3). Corte 14bis. Estrato III (antiguo IV/2-3). Relleno en cisterna.;Montu?ri;UAB-9;2030;70;Carbón;Micó 2005, 397
589;Son Fornés;Mallorca;Asentamiento postalayótico;Habitación postalayótica 2 (HPT-2). Estrato II (antiguo I/2). Triangulado n°8. Z = -5,71m. ;Montu?ri;UAB-8;1970;80;Carbón;Micó 2005, 398
590;Son Fornés;Mallorca;Asentamiento histórico;Zona Z/N. Corte 1 de la campana de 1982. Zona cisterna W. Z = -5,47m.;Montu?ri;UAB-4;1350;70;Carbón;Micó 2005, 398
591;Son Maimó;Mallorca;Varia funerario;Cueva artificial funeraria. Nivel II. Ataúd.;Petra;QL-144;2370;50;Madera;Micó 2005, 399
592;Son Marroig;Mallorca;Cueva natural de inhumación;Cueva natural funeraria. Sector central. Nivel inferior. Z = -50. Peso de la muestra: 500g.;Deià;Y-1824;3470;120;Hueso humano;Micó 2005, 400
593;Son Mas;Mallorca;Asentamiento al aire libre;Zona exterior santuario. Cuadrante 12W.9.;Valldemossa;UtC-4676;3775;35;Carbón;Micó 2005, 402
594;Son Mas;Mallorca;Asentamiento al aire libre;Zona exterior satuario. Cuadrante 8O.9. Nivel III 9. Fase pre-construcción. Muestra 2.;Valldemossa;IRPA-909;3580;60;Carbón;Micó 2005, 403
595;Son Mas;Mallorca;Asentamiento al aire libre;Zona exterior santuario. Cuadrante 9O.5. Nivel III 8. Fase pre-construccón Muestra 1.;Valldemossa;IRPA-908;3570;70;Carbón;Micó 2005, 403
596;Son Mas;Mallorca;Asentamiento al aire libre;Zona exterior santuario. Cuadrante 7O.7. Nivel III. Z = 0 -20cm.;Valldemossa;UtC-2020;3510;60;Carbón;Micó 2005, 404
597;Son Mas;Mallorca;Hábitat indeterminado;Cuadrante 8J.3a. Nivel preconstructivo.;Valldemossa;UtC-5892;3060;35;Mezcla;Micó 2005, 404
